word,sentence1,sentence2,cosine_similarity,label
go,"['go', 'about', 'the', 'world', 'in', 'a', 'certain', 'manner']","['we', 'should', 'go', 'farther', 'in', 'this', 'matter']",0.9912071228027344,1
know,"['do', 'you', 'know', 'my', 'sister']","['i', 'know', 'him', 'under', 'a', 'different', 'name']",0.8631175756454468,1
land,"['it', 'can', 'be', 'tricky', 'to', 'land', 'a', 'helicopter']","['this', 'may', 'land', 'you', 'in', 'jail']",0.46856167912483215,1
quality,"['the', 'quality', 'of', 'mercy', 'is', 'not', 'strained', 'shakespeare']","['while', 'being', 'impulsive', 'can', 'be', 'great', 'for', 'artists', 'it', 'is', 'not', 'a', 'desirable', 'quality', 'for', 'engineers']",0.7355278134346008,1
image,"['the', 'number', '6', 'is', 'the', 'image', 'of', '3', 'under', 'f', 'that', 'is', 'defined', 'as', 'fx', '2x']","['the', 'image', 'of', 'fx', 'x2', 'is', 'the', 'set', 'of', 'all', 'nonnegative', 'real', 'numbers', 'if', 'the', 'domain', 'of', 'the', 'function', 'is', 'the', 'set', 'of', 'all', 'real', 'numbers']",0.7390142679214478,1
space,"['the', 'astronauts', 'walked', 'in', 'outer', 'space', 'without', 'a', 'tether']","['the', 'space', 'between', 'his', 'teeth']",0.6022502779960632,0
drive,"['he', 'took', 'the', 'family', 'for', 'a', 'drive', 'in', 'his', 'new', 'car']","['a', 'variable', 'speed', 'drive', 'permitted', 'operation', 'through', 'a', 'range', 'of', 'speeds']",0.6563889384269714,0
leave,"['she', 'didnt', 'leave', 'until', 'midnight']","['leave', 'the', 'flowers', 'that', 'you', 'see', 'in', 'the', 'park', 'behind']",0.7749471664428711,0
support,"['they', 'called', 'for', 'artillery', 'support']","['he', 'applied', 'to', 'the', 'state', 'for', 'support']",0.6338041424751282,0
boy,"['steve', 'is', 'a', 'boy', 'of', '16']","['she', 'made', 'the', 'boy', 'brush', 'his', 'teeth', 'every', 'night']",0.7929278612136841,1
snap,"['he', 'gave', 'his', 'fingers', 'a', 'snap']","['servants', 'appeared', 'at', 'the', 'snap', 'of', 'his', 'fingers']",0.7063871622085571,0
head,"['at', 'five', 'years', 'of', 'age', 'this', 'head', 'of', 'cattle', 'is', 'worth', 'perhaps', '40']","['they', 'shot', '20', 'head', 'of', 'quail']",0.7308043837547302,1
energy,"['energy', 'can', 'take', 'a', 'wide', 'variety', 'of', 'forms']","['europeans', 'often', 'laugh', 'at', 'american', 'energy']",0.6354084610939026,0
see,"['you', 'should', 'see', 'a', 'lawyer']","['we', 'had', 'to', 'see', 'a', 'psychiatrist']",0.7544468641281128,1
point,"['at', 'that', 'point', 'i', 'had', 'to', 'leave']","['to', 'fall', 'off', 'a', 'point']",0.7686682343482971,0
unit,"['a', 'unit', 'of', 'wheat', 'is', 'a', 'bushel']","['he', 'was', 'a', 'member', 'of', 'a', 'special', 'police', 'unit']",0.39726564288139343,0
title,"['a', 'good', 'title', 'to', 'an', 'estate', 'or', 'an', 'imperfect', 'title']","['his', 'title', 'to', 'fame']",0.5611220002174377,0
make,"['to', 'make', 'like', 'a', 'deer', 'caught', 'in', 'the', 'headlights']","['he', 'will', 'make', 'a', 'splendid', 'father']",0.7292600870132446,0
variant,"['the', 'word', 'kerosine', 'is', 'a', 'variant', 'of', 'kerosene']","['a', 'variant', 'of', 'the', 'same', 'word']",0.8114565014839172,1
work,"['can', 'you', 'work', 'an', 'electric', 'drill']","['work', 'the', 'metal', 'into', 'a', 'sword']",0.585078239440918,0
account,"['he', 'predicted', 'that', 'although', 'it', 'is', 'of', 'small', 'account', 'now', 'it', 'will', 'rapidly', 'increase', 'in', 'importance']","['the', 'account', 'of', 'his', 'speech', 'that', 'was', 'given', 'on', 'the', 'evening', 'news', 'made', 'the', 'governor', 'furious']",0.7087442874908447,0
pull,"['the', 'pull', 'of', 'the', 'moon']","['iron', 'fillings', 'drawn', 'by', 'the', 'pull', 'of', 'a', 'magnet']",0.832173228263855,1
interest,"['in', 'the', 'interest', 'of', 'safety']","['victorian', 'furniture', 'is', 'an', 'interest', 'of', 'mine']",0.680461585521698,0
remember,"['i', 'cant', 'remember', 'saying', 'any', 'such', 'thing']","['i', 'remember', 'the', 'concert', 'clearly', 'but', 'i', 'cant', 'recollect', 'why', 'i', 'was', 'there']",0.6814225316047668,1
course,"['the', 'course', 'of', 'the', 'river']","['he', 'took', 'a', 'course', 'in', 'basket', 'weaving']",0.6381387114524841,0
movement,"['he', 'had', 'a', 'bowel', 'movement']","['it', 'was', 'an', 'expensive', 'watch', 'with', 'a', 'diamond', 'movement']",0.5598610639572144,0
life,"['he', 'wanted', 'to', 'live', 'his', 'own', 'life', 'without', 'interference', 'from', 'others']","['shes', 'my', 'love', 'my', 'life']",0.7890767455101013,0
setup,"['it', 'takes', 'time', 'to', 'learn', 'the', 'setup', 'around', 'here']","['the', 'laboratory', 'included', 'an', 'elaborate', 'setup', 'for', 'measuring', 'the', 'energy']",0.5983306765556335,0
communicate,"['many', 'deaf', 'people', 'communicate', 'with', 'sign', 'language']","['i', 'feel', 'i', 'hardly', 'know', 'him', 'i', 'just', 'wish', 'hed', 'communicate', 'with', 'me', 'a', 'little', 'more']",0.6278401017189026,1
gather,"['i', 'gather', 'from', 'aunty', 'may', 'that', 'you', 'had', 'a', 'good', 'day', 'at', 'the', 'match']","['lets', 'gather', 'in', 'the', 'dining', 'room']",0.5561872124671936,0
pursuit,"['the', 'pursuit', 'of', 'love']","['unremitting', 'pursuit', 'of', 'wealth', 'doesnt', 'bring', 'happiness', 'particularly', 'if', 'successful']",0.7624691724777222,0
collector,"['he', 'is', 'an', 'avid', 'collector', 'of', 'nineteenthcentury', 'postage', 'stamps']","['that', 'old', 'piano', 'is', 'just', 'a', 'big', 'dust', 'collector']",0.2390328049659729,1
point,"['a', 'point', 'of', 'information']","['get', 'to', 'the', 'point']",0.6844748258590698,0
deep,"['in', 'the', 'deep', 'of', 'winter']","['in', 'the', 'deep', 'of', 'night']",0.9721378684043884,1
point,"['she', 'walked', 'to', 'a', 'point', 'where', 'she', 'could', 'survey', 'the', 'whole', 'street']","['he', 'held', 'me', 'up', 'at', 'the', 'point', 'of', 'a', 'gun']",0.796413004398346,0
rotation,"['the', 'medical', 'resident', 'finished', 'a', 'twoweek', 'rotation', 'in', 'pediatrics', 'and', 'began', 'one', 'in', 'orthopaedics']","['crop', 'rotation', 'makes', 'a', 'balanced', 'demand', 'on', 'the', 'fertility', 'of', 'the', 'soil']",0.7791624069213867,1
light,"['im', 'really', 'seeing', 'you', 'in', 'a', 'different', 'light', 'today']","['the', 'light', 'of', 'my', 'life']",0.6531935334205627,1
freeze,"['dont', 'go', 'outside', 'wearing', 'just', 'a', 'tshirt', 'youll', 'freeze']","['freeze', 'the', 'leftover', 'food']",0.2303941696882248,0
transcript,"['you', 'can', 'obtain', 'a', 'transcript', 'of', 'this', 'radio', 'program', 'by', 'sending', 'a', 'selfaddressed', 'envelope', 'to', 'the', 'station']","['he', 'read', 'a', 'transcript', 'of', 'the', 'interrogation']",0.725263774394989,1
party,"['the', 'green', 'party', 'took', '12', 'of', 'the', 'vote']","['in', '1992', 'perot', 'tried', 'to', 'organize', 'a', 'third', 'party', 'at', 'the', 'national', 'level']",0.6552119851112366,1
air,"['an', 'air', 'of', 'mystery']","['the', 'program', 'was', 'on', 'the', 'air', 'from', '9', 'til', 'midnight']",0.7082817554473877,0
see,"['i', 'can', 'see', 'a', 'risk', 'in', 'this', 'strategy']","['we', 'went', 'to', 'see', 'the', 'eiffel', 'tower', 'in', 'the', 'morning']",0.7765687704086304,0
clear,"['clear', 'the', 'leaves', 'from', 'the', 'lawn']","['clear', 'snow', 'from', 'the', 'road']",0.7205009460449219,1
pack,"['you', 'had', 'better', 'pack', 'your', 'swollen', 'ankle', 'with', 'ice']","['pack', 'the', 'books', 'into', 'the', 'boxes']",0.4928478002548218,0
work,"['she', 'knows', 'how', 'to', 'work', 'the', 'system']","['this', 'old', 'radio', 'doesnt', 'work', 'anymore']",0.7752482891082764,0
sign,"['their', 'angry', 'expressions', 'were', 'a', 'clear', 'sign', 'they', 'didnt', 'want', 'to', 'talk']","['those', 'clouds', 'show', 'little', 'sign', 'of', 'raining', 'soon']",0.7978386282920837,1
crash,"['the', 'crash', 'occurred', 'during', 'a', 'thunderstorm', 'and', 'the', 'system', 'has', 'been', 'down', 'ever', 'since']","['his', 'crash', 'through', 'the', 'window']",0.6649383902549744,0
rest,"['the', 'ocean', 'was', 'finally', 'at', 'rest']","['a', 'body', 'will', 'continue', 'in', 'a', 'state', 'of', 'rest', 'until', 'acted', 'upon']",0.6788862943649292,1
develop,"['develop', 'a', 'passion', 'for', 'painting']","['please', 'develop', 'this', 'roll', 'of', 'film']",0.7212575674057007,0
interest,"['he', 'has', 'a', 'lot', 'of', 'interest', 'in', 'vintage', 'cars']","['victorian', 'furniture', 'is', 'an', 'interest', 'of', 'mine']",0.6742618083953857,0
structure,"['artists', 'must', 'study', 'the', 'structure', 'of', 'the', 'human', 'body']","['his', 'lectures', 'have', 'no', 'structure']",0.7382854223251343,0
lot,"['a', 'lot', 'of', 'money']","['he', 'bought', 'a', 'lot', 'on', 'the', 'lake']",0.5794446468353271,0
stay,"['i', 'can', 'only', 'stay', 'for', 'an', 'hour']","['after', 'the', 'trial', 'period', 'she', 'was', 'asked', 'to', 'stay', 'on', 'and', 'work', 'fulltime']",0.8034915924072266,0
position,"['chief', 'of', 'staff', 'is', 'the', 'secondhighest', 'position', 'in', 'the', 'army']","['atheists', 'do', 'not', 'enjoy', 'a', 'favorable', 'position', 'in', 'american', 'life']",0.626183032989502,1
part,"['he', 'wanted', 'to', 'feel', 'a', 'part', 'of', 'something', 'bigger', 'than', 'himself']","['she', 'played', 'the', 'part', 'of', 'desdemona']",0.7439261674880981,0
count,"['can', 'you', 'count', 'the', 'books', 'on', 'your', 'shelf']","['i', 'can', 'count', 'my', 'colleagues', 'in', 'the', 'opposition']",0.7733873128890991,0
rub,"['give', 'that', 'lamp', 'a', 'good', 'rub', 'and', 'see', 'if', 'any', 'genies', 'come', 'out']","['he', 'gave', 'the', 'hood', 'a', 'quick', 'rub']",0.8276062607765198,1
spring,"['i', 'spent', 'my', 'spring', 'holidays', 'in', 'morocco']","['he', 'will', 'hold', 'office', 'until', 'the', 'spring', 'of', 'next', 'year']",0.6029936075210571,1
have,"['what', 'do', 'we', 'have', 'here']","['i', 'have', 'two', 'years', 'left']",0.8910567760467529,0
head,"['the', 'head', 'of', 'the', 'compass', 'needle', 'is', 'pointing', 'due', 'north']","['200', 'head', 'of', 'cattle']",0.7030951380729675,0
number,"['the', 'number', 'of', 'parameters', 'is', 'small']","['he', 'had', 'a', 'number', 'of', 'chores', 'to', 'do']",0.6889280080795288,1
raise,"['we', 'raise', 'hogs', 'here']","['raise', 'the', 'price', 'of', 'bread']",0.42526674270629883,0
baseball,"['he', 'played', 'baseball', 'in', 'high', 'school']","['there', 'was', 'a', 'baseball', 'game', 'on', 'every', 'empty', 'lot']",0.4699353575706482,1
one,"['he', 'is', 'the', 'best', 'one']","['driver', 'noun', 'one', 'who', 'drives']",0.8926422595977783,1
split,"['he', 'was', 'winning', 'until', 'he', 'got', 'a', 'split', 'in', 'the', 'tenth', 'frame']","['they', 'announced', 'a', 'twoforone', 'split', 'of', 'the', 'common', 'stock']",0.6195073127746582,0
home,"['the', 'teacher', 'asked', 'how', 'many', 'people', 'made', 'up', 'his', 'home']","['deliver', 'the', 'package', 'to', 'my', 'home']",0.7011480331420898,0
effect,"['the', 'new', 'law', 'will', 'come', 'into', 'effect', 'on', 'the', 'first', 'day', 'of', 'next', 'year']","['the', 'law', 'is', 'still', 'in', 'effect']",0.7426901459693909,1
side,"['he', 'was', 'on', 'the', 'heavy', 'side']","['it', 'brought', 'out', 'his', 'better', 'side']",0.8959811925888062,1
space,"['they', 'stopped', 'at', 'an', 'open', 'space', 'in', 'the', 'jungle']","['they', 'tested', 'his', 'ability', 'to', 'locate', 'objects', 'in', 'space']",0.7609090209007263,0
nick,"['hes', 'just', 'been', 'released', 'from', 'shadwell', 'nick', 'prison', 'after', 'doing', 'ten', 'years', 'for', 'attempted', 'murder']","['he', 'was', 'arrested', 'and', 'taken', 'down', 'to', 'sun', 'hill', 'nick', 'police', 'station', 'to', 'be', 'charged']",0.6695822477340698,1
tune,"['the', 'clarinet', 'was', 'out', 'of', 'tune']","['he', 'can', 'not', 'sing', 'in', 'tune']",0.5600725412368774,1
face,"['to', 'face', 'the', 'front', 'of', 'a', 'coat', 'or', 'the', 'bottom', 'of', 'a', 'dress']","['face', 'the', 'lapels', 'of', 'the', 'jacket']",0.8219897150993347,1
take,"['can', 'you', 'take', 'this', 'bag', 'please']","['take', 'the', 'case', 'of', 'china']",0.5940195918083191,0
check,"['a', 'check', 'on', 'its', 'dependability', 'under', 'stress']","['he', 'paid', 'all', 'his', 'bills', 'by', 'check']",0.5965362787246704,0
know,"['i', 'know', 'him', 'under', 'a', 'different', 'name']","['we', 'know', 'this', 'movie']",0.8622251749038696,1
death,"['england', 'scored', 'a', 'goal', 'at', 'the', 'death', 'to', 'even', 'the', 'score', 'at', 'one', 'all']","['it', 'was', 'the', 'death', 'of', 'all', 'his', 'plans']",0.8374148607254028,0
fall,"['fall', 'by', 'the', 'wayside']","['we', 'must', 'stand', 'or', 'fall']",0.6119689345359802,1
side,"['he', 'is', 'on', 'the', 'purchasing', 'side', 'of', 'the', 'business']","['look', 'on', 'the', 'bright', 'side']",0.9234409332275391,1
year,"['in', 'the', 'year', '1920']","['a', 'normal', 'year', 'has', '365', 'full', 'days', 'but', 'there', 'are', '366', 'days', 'in', 'a', 'leap', 'year']",0.6794414520263672,1
locus,"['the', 'locus', 'of', 'points', 'equidistant', 'from', 'a', 'given', 'point', 'is', 'a', 'circle']","['a', 'circle', 'is', 'the', 'locus', 'of', 'points', 'from', 'which', 'the', 'distance', 'to', 'the', 'center', 'is', 'a', 'given', 'value', 'the', 'radius']",0.91953444480896,1
scale,"['the', 'holocaust', 'was', 'insanity', 'on', 'an', 'enormous', 'scale']","['there', 'are', 'some', 'who', 'question', 'the', 'scale', 'of', 'our', 'ambitions']",0.5244914889335632,1
life,"['the', 'life', 'of', 'this', 'milk', 'carton', 'may', 'be', 'thousands', 'of', 'years', 'in', 'this', 'landfill']","['there', 'is', 'no', 'life', 'on', 'the', 'moon']",0.7738006114959717,0
connect,"['this', 'computer', 'will', 'connect', 'well', 'to', 'the', 'network']","['the', 'new', 'railroad', 'will', 'connect', 'the', 'northern', 'part', 'of', 'the', 'state', 'to', 'the', 'southern', 'part']",0.824628472328186,1
admit,"['to', 'admit', 'evidence', 'in', 'the', 'trial', 'of', 'a', 'cause']","['we', 'can', 'not', 'admit', 'nonmembers', 'into', 'our', 'club', 'building']",0.7115177512168884,1
thing,"['she', 'has', 'a', 'thing', 'about', 'him']","['he', 'has', 'a', 'thing', 'about', 'seafood']",0.8669373989105225,1
trust,"['the', 'doctorpatient', 'relationship', 'is', 'based', 'on', 'trust']","['he', 'betrayed', 'their', 'trust']",0.5959779024124146,0
bed,"['he', 'searched', 'for', 'treasure', 'on', 'the', 'ocean', 'bed']","['theres', 'a', 'lot', 'of', 'trash', 'on', 'the', 'bed', 'of', 'the', 'river']",0.7468482851982117,1
think,"['i', 'think', 'that', 'he', 'is', 'her', 'boyfriend']","['i', 'think', 'he', 'is', 'very', 'smart']",0.9405268430709839,1
top,"['he', 'stared', 'as', 'she', 'buttoned', 'her', 'top']","['put', 'your', 'books', 'on', 'top', 'of', 'the', 'desk']",0.6551632285118103,0
trick,"['he', 'played', 'a', 'trick', 'on', 'me']","['as', 'the', 'businessman', 'rounded', 'the', 'corner', 'she', 'thought', 'here', 'comes', 'another', 'trick']",0.381803423166275,0
recognition,"['he', 'was', 'unable', 'to', 'make', 'his', 'motion', 'because', 'he', 'couldnt', 'get', 'recognition', 'by', 'the', 'chairman']","['increasing', 'recognition', 'that', 'diabetes', 'frequently', 'coexists', 'with', 'other', 'chronic', 'diseases']",0.42462292313575745,0
train,"['they', 'joined', 'the', 'wagon', 'train', 'for', 'safety']","['the', 'brides', 'train', 'was', 'carried', 'by', 'her', 'two', 'young', 'nephews']",0.7960768938064575,0
period,"['hastened', 'the', 'period', 'of', 'time', 'of', 'his', 'recovery']","['in', 'england', 'they', 'call', 'a', 'period', 'a', 'stop']",0.720252513885498,0
accept,"['accept', 'students', 'for', 'graduate', 'study']","['i', 'can', 'not', 'accept', 'your', 'invitation']",0.7947717905044556,0
light,"['hey', 'buddy', 'you', 'got', 'a', 'light']","['although', 'he', 'saw', 'it', 'in', 'a', 'different', 'light', 'he', 'still', 'did', 'not', 'understand']",0.6745282411575317,0
ease,"['they', 'put', 'it', 'into', 'containers', 'for', 'ease', 'of', 'transportation']","['a', 'life', 'of', 'luxury', 'and', 'ease']",0.8840778470039368,0
time,"['see', 'you', 'another', 'time']","['when', 'was', 'the', 'last', 'time', 'we', 'went', 'out', 'i', 'dont', 'remember']",0.8750823736190796,1
face,"['hes', 'always', 'stuffing', 'his', 'face', 'with', 'chips']","['dew', 'dripped', 'from', 'the', 'face', 'of', 'the', 'leaf']",0.724548876285553,0
impression,"['i', 'wanted', 'to', 'create', 'an', 'impression', 'of', 'success']","['he', 'watched', 'the', 'impression', 'of', 'the', 'seal', 'on', 'the', 'hot', 'wax']",0.5454584360122681,0
take,"['tomorrow', 'the', 'doctor', 'will', 'take', 'the', 'cast', 'off', 'her', 'arm']","['take', 'the', 'gun', 'from', 'your', 'pocket']",0.9073992371559143,1
catch,"['i', 'have', 'to', 'catch', 'a', 'train', 'at', '7', 'oclock']","['i', 'have', 'some', 'free', 'time', 'tonight', 'so', 'i', 'think', 'ill', 'catch', 'a', 'movie']",0.739311933517456,0
have,"['now', 'we', 'have', 'a', 'fine', 'mess']","['what', 'do', 'we', 'have', 'here']",0.8621410131454468,1
world,"['he', 'sailed', 'around', 'the', 'world']","['all', 'the', 'world', 'loves', 'a', 'lover']",0.8873244524002075,0
ease,"['a', 'life', 'of', 'luxury', 'and', 'ease']","['he', 'passed', 'all', 'the', 'exams', 'with', 'ease']",0.8691461086273193,0
focus,"['please', 'focus', 'the', 'image']","['youll', 'need', 'to', 'focus', 'the', 'microscope', 'carefully', 'in', 'order', 'to', 'capture', 'the', 'full', 'detail', 'of', 'this', 'surface']",0.792195200920105,1
run,"['these', 'dyes', 'and', 'colors', 'are', 'guaranteed', 'not', 'to', 'run']","['the', 'sale', 'will', 'run', 'for', 'ten', 'days']",0.7327978610992432,0
end,"['he', 'came', 'to', 'a', 'bad', 'end']","['the', 'end', 'of', 'the', 'pier']",0.8587321639060974,0
difficulty,"['they', 'agreed', 'about', 'the', 'difficulty', 'of', 'the', 'climb']","['finished', 'the', 'test', 'only', 'with', 'great', 'difficulty']",0.8235209584236145,0
life,"['pottery', 'was', 'his', 'life']","['he', 'appointed', 'himself', 'emperor', 'for', 'life']",0.8572678565979004,0
term,"['the', 'general', 'term', 'of', 'an', 'algebraic', 'equation', 'of', 'the', 'nth', 'degree']","['he', 'was', 'sentenced', 'to', 'a', 'term', 'of', 'six', 'years', 'in', 'prison']",0.40359145402908325,0
price,"['the', 'price', 'of', 'gasoline']","['i', 'paid', 'a', 'high', 'price', 'for', 'my', 'folly']",0.7170476317405701,1
drink,"['can', 'i', 'buy', 'you', 'a', 'drink']","['drink', 'was', 'his', 'downfall']",0.3336913287639618,0
smoke,"['it', 'was', 'just', 'smoke', 'and', 'mirrors']","['his', 'dreams', 'all', 'turned', 'to', 'smoke']",0.7330519556999207,1
system,"['in', 'a', 'static', 'system', 'oil', 'can', 'not', 'be', 'replaced', 'by', 'water', 'on', 'a', 'surface']","['a', 'vast', 'system', 'of', 'production', 'and', 'distribution', 'and', 'consumption', 'keep', 'the', 'country', 'going']",0.7483503222465515,0
accord,"['we', 'are', 'in', 'accord', 'with', 'your', 'proposal']","['the', 'accord', 'of', 'light', 'and', 'shade', 'in', 'painting']",0.7378713488578796,0
song,"['the', 'wheels', 'sang', 'their', 'song', 'as', 'the', 'train', 'rocketed', 'ahead']","['the', 'song', 'of', 'bullets', 'was', 'in', 'the', 'air']",0.7652408480644226,1
opening,"['the', 'opening', 'received', 'good', 'critical', 'reviews']","['the', 'opening', 'established', 'the', 'basic', 'theme']",0.8204476237297058,0
death,"['he', 'seemed', 'more', 'content', 'in', 'death', 'than', 'he', 'had', 'ever', 'been', 'in', 'life']","['her', 'death', 'came', 'as', 'a', 'terrible', 'shock']",0.6625975370407104,0
simplify,"['this', 'move', 'will', 'simplify', 'our', 'lives']","['we', 'had', 'to', 'simplify', 'the', 'instructions']",0.7707014083862305,1
operation,"['they', 'paid', 'taxes', 'on', 'every', 'stage', 'of', 'the', 'operation']","['a', 'largescale', 'farming', 'operation']",0.5569614171981812,1
school,"['the', 'school', 'was', 'built', 'in', '1932']","['our', 'children', 'attend', 'a', 'public', 'school', 'in', 'our', 'neighborhood']",0.6400400400161743,0
space,"['they', 'stopped', 'at', 'an', 'open', 'space', 'in', 'the', 'jungle']","['the', 'space', 'between', 'his', 'teeth']",0.5788008570671082,1
bum,"['that', 'guy', 'keeps', 'interrupting', 'the', 'concert', 'throw', 'the', 'bum', 'out']","['fred', 'is', 'becoming', 'a', 'bum', 'hes', 'not', 'even', 'bothering', 'to', 'work', 'more', 'than', 'once', 'a', 'month']",0.5510815978050232,1
charge,"['will', 'you', 'pay', 'cash', 'or', 'charge', 'the', 'purchase']","['charge', 'all', 'weapons', 'shields', 'and', 'banners']",0.5202656388282776,0
title,"['the', 'professor', 'didnt', 'like', 'his', 'friends', 'to', 'use', 'his', 'formal', 'title']","['he', 'held', 'the', 'title', 'for', 'two', 'years']",0.7208568453788757,0
connect,"['can', 'you', 'connect', 'the', 'two', 'loudspeakers']","['this', 'computer', 'will', 'connect', 'well', 'to', 'the', 'network']",0.7611241936683655,1
job,"['the', 'job', 'of', 'repairing', 'the', 'engine', 'took', 'several', 'hours']","['ive', 'got', 'a', 'job', 'for', 'you', 'could', 'you', 'wash', 'the', 'dishes']",0.6401737928390503,1
place,"['a', 'political', 'system', 'with', 'no', 'place', 'for', 'the', 'less', 'prominent', 'groups']","['a', 'place', 'in', 'my', 'heart']",0.5231944918632507,1
piece,"['it', 'was', 'a', 'nice', 'piece', 'of', 'work']","['he', 'needed', 'a', 'piece', 'of', 'granite']",0.7628126740455627,0
return,"['they', 'set', 'out', 'on', 'their', 'return', 'to', 'the', 'base', 'camp']","['i', 'expect', 'the', 'house', 'to', 'be', 'spotless', 'upon', 'my', 'return']",0.8451160192489624,1
line,"['they', 'were', 'arrayed', 'in', 'line', 'of', 'battle']","['the', 'cast', 'stood', 'in', 'line', 'for', 'the', 'curtain', 'call']",0.5519388914108276,1
